,id,price,zipcode
0,7129300520,221900.0,98178
1,6414100192,538000.0,98125
2,5631500400,180000.0,98028
3,2487200875,604000.0,98136
4,1954400510,510000.0,98074
5,7237550310,1230000.0,98053
6,1321400060,257500.0,98003
7,2008000270,291850.0,98198
8,2414600126,229500.0,98146
9,3793500160,323000.0,98038
10,1736800520,662500.0,98007
11,9212900260,468000.0,98115
12,114101516,310000.0,98028
13,6054650070,400000.0,98074
14,1175000570,530000.0,98107
15,9297300055,650000.0,98126
16,1875500060,395000.0,98019
17,6865200140,485000.0,98103
18,16000397,189000.0,98002
19,7983200060,230000.0,98003
20,6300500875,385000.0,98133
21,2524049179,2000000.0,98040
22,7137970340,285000.0,98092
23,8091400200,252700.0,98030
24,3814700200,329000.0,98030
25,1202000200,233000.0,98002
26,1794500383,937000.0,98119
27,3303700376,667000.0,98112
28,5101402488,438000.0,98115
29,1873100390,719000.0,98052
30,8562750320,580500.0,98027
31,2426039314,280000.0,98133
32,461000390,687500.0,98117
33,7589200193,535000.0,98117
34,7955080270,322500.0,98058
35,9547205180,696000.0,98115
36,9435300030,550000.0,98052
37,2768000400,640000.0,98107
38,7895500070,240000.0,98001
39,2078500320,605000.0,98056
40,5547700270,625000.0,98074
41,7766200013,775000.0,98166
42,7203220400,861990.0,98053
43,9270200160,685000.0,98119
44,1432701230,309000.0,98058
45,8035350320,488000.0,98019
46,8945200830,210490.0,98023
47,4178300310,785000.0,98007
48,9215400105,450000.0,98115
49,822039084,1350000.0,98070
50,5245600105,228000.0,98148
51,7231300125,345000.0,98056
52,7518505990,600000.0,98117
53,3626039271,585000.0,98117
54,4217401195,920000.0,98105
55,9822700295,885000.0,98105
56,9478500640,292500.0,98042
57,2799800710,301000.0,98042
58,7922800400,951000.0,98008
59,8079040320,430000.0,98059
60,1516000055,650000.0,98166
61,9558200045,289000.0,98148
62,5072410070,505000.0,98166
63,9528102996,549000.0,98115
64,1189001180,425000.0,98122
65,3253500160,317625.0,98144
66,3394100030,975000.0,98004
67,3717000160,287000.0,98001
68,1274500060,204000.0,98042
69,1802000060,1330000.0,98004
70,1525059190,1040000.0,98005
71,1049000060,325000.0,98034
72,8820901275,571000.0,98125
73,5416510140,360000.0,98038
74,3444100400,349000.0,98042
75,3276920270,832500.0,98075
76,4036801170,380000.0,98008
77,2391600320,480000.0,98116
78,6300000287,410000.0,98133
79,1531000030,720000.0,98010
80,5104520400,390000.0,98038
81,7437100340,360000.0,98038
82,9418400240,355000.0,98118
83,1523059105,356000.0,98059
84,1133000671,315000.0,98125
85,4232902595,940000.0,98119
86,2599001200,305000.0,98092
87,3342103156,461000.0,98056
88,1332700270,215000.0,98056
89,3869900162,335000.0,98136
90,2791500270,243500.0,98023
91,5036300431,1100000.0,98199
92,4168000060,153000.0,98023
93,6021501535,430000.0,98117
94,6021501535,700000.0,98117
95,1483300570,905000.0,98040
96,3422049190,247500.0,98032
97,1099611230,199000.0,98023
98,722079104,314000.0,98038
99,7338200240,437500.0,98045
100,1952200240,850830.0,98102
101,5200100125,555000.0,98117
102,7214720075,699950.0,98077
103,2450000295,1090000.0,98004
104,6197800045,290000.0,98058
105,1328310370,375000.0,98058
106,546000875,460000.0,98117
107,3530510041,188500.0,98198
108,1853000400,680000.0,98077
109,3134100116,470000.0,98052
110,9545230140,597750.0,98027
111,3362400511,570000.0,98103
112,2525310310,272500.0,98038
113,6126500060,329950.0,98108
114,8961960160,480000.0,98001
115,3626039325,740500.0,98117
116,3362400431,518500.0,98103
117,4060000240,205425.0,98178
118,3454800060,171800.0,98168
119,1695900060,535000.0,98144
120,7278700070,660000.0,98177
121,6675500070,391500.0,98034
122,3626039187,395000.0,98117
123,3524049083,445000.0,98118
124,3275860240,770000.0,98052
125,4389200955,1450000.0,98004
126,4058801670,445000.0,98178
127,8732020310,260000.0,98023
128,2331300505,822500.0,98103
129,7853210060,430000.0,98065
130,3668000070,212000.0,98092
131,9545240070,660500.0,98027
132,1243100136,784000.0,98052
133,8929000270,453246.0,98029
134,2767602356,675000.0,98107
135,921049315,199000.0,98003
136,3655000070,220000.0,98003
137,4027700812,452000.0,98028
138,3992700335,382500.0,98125
139,2767603505,519950.0,98107
140,4232901525,665000.0,98119
141,1777500060,527700.0,98006
142,1432900240,205000.0,98058
143,6140100875,420000.0,98133
144,6071600370,500000.0,98006
145,1526069017,921500.0,98077
146,809001525,890000.0,98109
147,3224079105,430000.0,98027
148,8075400570,258000.0,98032
149,1994200024,511000.0,98103
150,3362900810,532170.0,98103
151,1324300398,560000.0,98107
